Geneid,log2FoldChange,padj
Gm7809,-0.127465768,0.616238628
Kctd2,0.065620785,0.616315293
Gm37285,-0.181759443,0.616325175
Snx32,-0.137377853,0.616402026
Kbtbd3,0.139399743,0.616402026
Neurl4,-0.058904563,0.616737654
Gm27029,-0.17742186,0.617540809
4930417H01Rik,-0.145255924,0.617793274
4933406C10Rik,-0.163583363,0.617939859
Gm7204,-0.168871856,0.617939859
Gm17022,-0.166532602,0.617939859
Hbs1l,0.027319755,0.618649997
RP23-403P24.3,0.158012994,0.618649997
Donson,-0.059727994,0.618769756
Rpap1,-0.063967102,0.618769756
Gm26394,-0.170678332,0.618778662
Unc5b,0.060811259,0.618998666
F420014N23Rik,0.14933305,0.618998666
Gm12963,-0.161049463,0.618998666
Snrpn,-0.192772528,0.618998666
Il1rl1,-0.157860757,0.619196237
Atp2c2,-0.106681289,0.619196237
Pip5k1c,-0.067361361,0.619514973
B230217O12Rik,0.161670523,0.619697204
Dennd2d,-0.153854675,0.619950847
Fancd2,-0.085039038,0.620190757
Id2,-0.071476722,0.620332118
Dnm2,0.051359054,0.621070501
Gm6594,0.164995817,0.621352464
Gm28417,0.131558043,0.62136557
N4bp2os,-0.148527143,0.62136557
C87436,0.084547807,0.62136557
Myom2,0.162089038,0.62146524
Gm7153,-0.16735521,0.62146524
Ddr2,-0.091718389,0.621483554
Dnajc11,0.044887027,0.621483554
3010026O09Rik,-0.061127569,0.621597534
Rilpl2,-0.062474951,0.621865231
Gm7598,-0.13390665,0.622105642
D830044I16Rik,0.163640189,0.622714174
Fam83a,0.180914642,0.622821409
B3glct,0.065082559,0.622821409
Chst12,0.059537776,0.622834148
Gm5454,-0.133214962,0.6228894
4933402D24Rik,-0.145420401,0.622958668
Gm22121,0.152122431,0.623143437
Ppp2r5e,-0.058978909,0.623240826
Msln,-0.175548166,0.623431592
L3mbtl2,0.029547051,0.623625348
Zfp523,0.041284724,0.623904339
Gm37289,-0.152983376,0.623904339
Rpl18a-ps1,-0.176648475,0.623914143
Rnf10,-0.028318744,0.624148808
Snora23,0.170603085,0.624148808
Cpeb1,0.154542145,0.624510121
Zfp341,0.053313073,0.624586055
1810009A15Rik,-0.170344148,0.624721291
Ltbp1,0.061588503,0.624806874
Crip2,0.075050727,0.624866974
Cst7,0.165967356,0.625005471
9330111N05Rik,-0.113087526,0.62524427
Snhg11,0.186193639,0.625245972
Akp-ps1,-0.136795374,0.625288986
Trim37,-0.06966359,0.625288986
Gm20717,-0.17126388,0.625288986
Desi1,0.043534968,0.625288986
H2-T10,-0.086597556,0.625288986
Safb2,-0.098990187,0.625288986
Rab11fip5,-0.062402976,0.625288986
Gm15542,0.140712934,0.625288986
Lemd1,0.146547739,0.625301155
Ube2j1,-0.023618805,0.625553655
Sash1,0.160117643,0.625927653
Gak,0.057624821,0.625927653
Wfdc1,-0.145658298,0.625927653
Gm26868,-0.149434893,0.625927653
Mtus2,-0.05698623,0.626600349
Gm5345,0.180810949,0.626600349
1810022K09Rik,0.103334385,0.626623089
Pyroxd2,-0.088851163,0.626773868
Gm26637,0.157273184,0.6271579
Gm12227,0.150312764,0.627443096
RP23-465A17.7,0.171037544,0.627523556
Prkcz,0.062624614,0.627560506
Tmem88b,-0.170270229,0.627571487
Gm5616,0.156841643,0.627659607
1500009L16Rik,-0.165619073,0.627775684
Crocc2,-0.159368871,0.628194018
Gm16372,-0.151847278,0.628345385
Gm26850,0.144514159,0.628817475
Lincenc1,-0.12376146,0.628894146
Irak2,-0.073346133,0.628894146
Gm7539,-0.199928108,0.62892359
Sh3pxd2b,-0.094079933,0.62911168
Gm11769,0.168097015,0.62911168
Cry1,-0.076328904,0.629128524
Gm9762,-0.111231445,0.629162114
Gm13152,-0.145548807,0.629162114
Pmfbp1,0.169356853,0.629711024
Epsti1,-0.127175681,0.630217068
Fam83f,-0.14172829,0.630349948
Gm25541,0.155197105,0.630904252
Fancg,0.048340096,0.631151927
Erlin1,-0.059454018,0.631325904
Fbxl8,-0.070890464,0.631450813
Flywch1,-0.041460642,0.631947096
Frmd4b,-0.149985256,0.631995813
Kndc1,0.173152209,0.632337393
Sugp2,0.054770289,0.632461018
Gm12671,0.134589323,0.632903436
Gm4468,0.19952457,0.632924437
Cyp4f18,-0.164099244,0.63347214
Snord35b,0.172350218,0.633486111
Cdc42se2,-0.052897668,0.633552028
Gm12473,-0.142653461,0.633650386
Gm3608,-0.118991556,0.633988297
Zfp598,0.051913288,0.633988297
Gm10778,-0.161560815,0.634383681
Gm29264,-0.161852417,0.634465364
F630040K05Rik,-0.151366237,0.635061864
Cbfa2t2-ps1,-0.145485821,0.635061864
E330020D12Rik,0.121394397,0.635064801
Zdhhc2,-0.032551865,0.635433771
Gm28551,-0.173559479,0.635460617
Fbrs,-0.049545242,0.63561539
Rims3,0.134197455,0.635620381
Sema4f,-0.150499513,0.635843437
Nln,0.025718868,0.635982196
Anks1b,-0.129296042,0.636062929
Gm16144,0.162169237,0.63670608
Gm14016,0.145828084,0.636895401
Galm,-0.031508766,0.63700207
Gm37963,-0.137181499,0.637041625
Gpr89,0.037663207,0.637140306
Cln8,0.161925202,0.637140306
Dmp1,-0.147129772,0.637206916
Rbl1,-0.074437596,0.637317504
Gm10101,-0.155632175,0.637468148
Morn4,-0.15406887,0.637531905
Gm8343,0.137837032,0.637531905
Topbp1,-0.087082853,0.63754298
Rsph3a,0.081118934,0.637707333
Ccdc78,-0.157571296,0.638025845
F830208F22Rik,-0.141907138,0.638025845
Gm15489,-0.162342592,0.638501477
Chst14,0.077667639,0.638587767
Diap1,0.053280344,0.639010759
Gm21844,-0.157594908,0.639082262
Rnf40,0.028672029,0.639196087
Setd4,-0.089904264,0.639264856
Me1,-0.032486681,0.639355523
Vwa7,0.166399732,0.639537198
Necap1,0.03712713,0.640241685
Smim13,0.061936697,0.640254125
Bscl2,-0.10747132,0.640635921
Gm17066,0.123585596,0.640945544
Fam177a,0.163544391,0.641056439
Mroh4,0.166968133,0.641138984
Gm12056,-0.161296347,0.641276851
Ccdc103,-0.150430545,0.641276851
Gm9967,-0.173369224,0.641276851
Skap2,0.034500111,0.641665586
Zfp930,0.095335911,0.64173366
Ppp1r16a,-0.055412739,0.641859973
Greb1,0.096969662,0.642022594
1810019N24Rik,-0.159796537,0.642022594
Lmntd2,-0.157061145,0.642027115
Gm15128,-0.10387299,0.642048489
Sh2d6,0.14293056,0.642287585
Xpo7,-0.07390063,0.642352096
Tbc1d16,-0.158086068,0.642631652
Ndc1,0.052989125,0.642631652
Gm15473,0.162882386,0.642631652
Cntd1,-0.158978322,0.643654759
Fanca,-0.084162095,0.64371429
Gm13192,0.153895429,0.643941887
4833412K13Rik,-0.161761258,0.643961619
Dimt1,-0.057374027,0.643961619
Adh1,-0.162711352,0.643961619
F11r,-0.14519804,0.644078695
Alkbh8,-0.071147435,0.644449517
Gm12796,0.167284453,0.64449507
Muc5b,0.125305117,0.644561125
Pcdhga8,-0.135630647,0.644849583
Rplp0-ps1,0.1576595,0.644908715
Arl14ep,-0.053452384,0.645327954
Cfap57,0.065210054,0.645402194
Kcnq1,0.161640753,0.645402194
Mcee,0.079866695,0.645411022
RP23-18K20.3,0.135584491,0.645505222
Ttl,-0.051738244,0.645724374
Aasdh,-0.085744556,0.645724374
Nhlrc3,-0.082804802,0.645791336
Eif3s6-ps2,-0.151989571,0.645815237
Stx1b,0.167498887,0.645843164
Fez2,0.036876374,0.6461579
Llgl2,-0.086728959,0.646314923
Pelo,-0.063989444,0.646314923
Rps19-ps3,-0.148456675,0.64644612
Efr3b,-0.093372285,0.646778744
Dguok,0.071743181,0.646778744
Gm7290,0.122295753,0.646778744
Podnl1,0.06140419,0.646778744
Snora20,0.11182434,0.64690047
Gm5510,-0.14035958,0.64690047
Gm14513,0.163666191,0.647693666
Pcdhgb1,-0.138731246,0.647898454
Arl4a,0.064627142,0.647914686
Mir1907,-0.155225833,0.647914686
Tnfrsf12a,0.076568225,0.647914686
Nrip2,-0.140138764,0.647914686
Sfrp4,-0.155643413,0.647949523
Rrm1,0.053747105,0.647993744
Ppp1r2-ps1,-0.150252432,0.648204829
Adipor2,-0.043641392,0.648204829
Fam149b,0.053450527,0.648350259
Slc15a3,0.113731982,0.64835847
Myoz3,0.139933457,0.648381707
Gm5809,0.163640814,0.648688406
E030042O20Rik,0.141015923,0.648890791
4933405L10Rik,0.124096153,0.648917818
Gm15868,-0.152913511,0.649061051
Slc25a18,-0.164347067,0.649248115
4930432K21Rik,-0.144402165,0.649839334
Nr4a3,-0.138121093,0.65009115
Gm13609,-0.159724345,0.650227945
Gng7,0.055729815,0.650239552
Ccdc88a,-0.046726263,0.650502746
Zc3h8,0.0678109,0.650614045
Poli,0.045770182,0.650956604
Gm16589,-0.156352772,0.650956604
Trhr2,-0.150965326,0.650956604
Plxnb3,-0.132975957,0.650956604
Cdx1,0.15407238,0.65153811
Tas1r1,-0.151724525,0.65168542
Gm20712,-0.154094468,0.652171516
Gm5643,0.160905863,0.652542401
Disp2,-0.100661654,0.653062301
Zfp738,-0.090258157,0.653204243
Ist1,-0.030929051,0.653242519
Gm37422,-0.143806883,0.653490335
Serpinc1,-0.154654205,0.653708451
Usp14,-0.039840578,0.653708451
Gm28285,-0.160296188,0.653708451
Tcp10b,-0.150419703,0.653806136
Asic1,0.121828075,0.653907017
Gm14010,0.141097352,0.653962857
Tmem51os1,-0.155514279,0.654117341
Trip10,0.036285452,0.654439354
Slc9b2,0.11629101,0.654451469
Ung,0.063657859,0.654451469
Cops2,0.037328883,0.654641805
Ccl28,0.15312298,0.654923
Cercam,0.032536486,0.654923
Lamb3,0.131507451,0.655003898
Tekt3,0.163958608,0.655068594
Btd,-0.048352326,0.655089442
Gm8818,-0.139061985,0.655137848
Pigz,0.13936557,0.655462911
Nhlrc4,-0.152353773,0.655511273
Arhgef4,-0.049969799,0.655590975
Tcp11l1,-0.059230962,0.655828164
Dnd1,-0.151729292,0.655928393
Gm20658,-0.122905789,0.655996347
Fbxw17,0.042255804,0.655996347
Inpp5e,0.084913825,0.65617672
Fam26e,-0.146230059,0.656666323
Iars,-0.071788126,0.657219183
6430531B16Rik,-0.123753072,0.657219183
Gm10775,-0.164191819,0.657480402
Malat1,0.092358735,0.657480402
Gm12500,-0.157957856,0.657480402
2810047C21Rik1,-0.126707048,0.657480402
Txnrd3,-0.05149821,0.6578428
Hnf4a,-0.149964082,0.657878737
Ftsj2,-0.085151591,0.657878737
Gm6322,0.159169061,0.658176702
Ascc3,-0.113213535,0.65818862
Gm12712,0.142427817,0.658604419
Stxbp6,-0.178491843,0.658604419
Gm1866,0.137615545,0.658626407
Blm,-0.067079009,0.658758388
Abca9,-0.117737102,0.65914463
Gm7638,0.165156072,0.65914463
Tom1l1,0.132102157,0.659172681
Gm16973,0.077623634,0.659350218
Cyp4v3,-0.044874726,0.659618672
BC023829,-0.046916864,0.659714205
Gm9311,-0.139697579,0.659815508
Slco1a5,-0.147884599,0.659815508
Xylt1,-0.145634116,0.659815508
Sgcb,-0.032651491,0.659877539
Gm14567,0.174088037,0.659956531
Trip12,-0.087831656,0.660161847
Vwa1,-0.117617844,0.660161847
Hspa14,0.030683235,0.6602547
Gm12219,0.114647758,0.660502036
Rad9b,0.124037583,0.660582804
RP23-46J11.4,-0.166310013,0.660790038
Gm13523,-0.150373838,0.660926884
Rpl28-ps3,0.176945456,0.661380915
Fmod,0.151105148,0.661811571
Frs3,-0.067947856,0.661811571
Sdr42e1,-0.117803318,0.661811571
Riok1,-0.050442822,0.661888997
Epha1,0.108764953,0.662080487
2010110K18Rik,0.141493997,0.662122104
R3hdm2,0.051060026,0.662519386
Gm12580,-0.144956268,0.662538505
RP24-347B12.1,0.146873788,0.662538505
Tnnt3,-0.157002732,0.662538505
Sltm,0.06846338,0.662615404
Gm527,0.07780353,0.662825942
Itpr2,0.084655569,0.662878286
Nup35,0.089818279,0.662919706
Gm20522,0.151876892,0.66311586
Slc25a14,-0.098820517,0.663438035
Myo7a,0.091510612,0.663477153
Gm24608,0.167946938,0.663655489
Prmt3,0.032564587,0.664186204
Rftn2,-0.152970114,0.664399849
Smo,-0.071568371,0.664399849
Gm14441,-0.113460658,0.664525424
RP23-387L12.3,-0.137517778,0.664562418
Rps13-ps4,0.150290504,0.66484832
Ptpre,-0.083828177,0.664898539
Rrm2,0.032915768,0.665144685
A530064N14Rik,0.166526872,0.665224311
Gm15893,0.172942972,0.665229296
2500004C02Rik,-0.149579067,0.665370469
0610038B21Rik,-0.103143414,0.66543995
Snord91a,-0.153325092,0.665521689
Gm15545,0.082166685,0.666076754
Gm16028,0.157271375,0.666497257
Gm15519,-0.157634144,0.6668313
Ptbp1,0.080403007,0.66721726
Ccdc88b,-0.140135632,0.66721726
Gm26526,0.136490404,0.66751425
Zfp91,-0.029337728,0.667707499
Mib2,-0.042769593,0.667707499
Gm26634,0.13998005,0.667830783
Gm38247,0.118132987,0.667831565
Ece1,-0.066149084,0.667831565
Cpne8,0.142296925,0.667937063
Smg7,-0.058621473,0.668020059
Gm1123,0.146115145,0.66809128
Gm23935,-0.164807246,0.668419695
Tjap1,0.051024946,0.66851407
Casp7,-0.144627604,0.66851407
Uba2,0.025592414,0.668529481
Tbc1d10c,-0.145996151,0.668626916
Gm26899,-0.120738777,0.668887858
Rbp1,-0.153132529,0.668887858
Gm14419,-0.15307849,0.668890975
Rpsa-ps4,0.160352351,0.668932177
Tsacc,-0.158660381,0.669031984
Gm7327,0.127277995,0.669229831
C130046K22Rik,0.140658644,0.67042849
Gm18301,0.142175009,0.670572905
Prr36,0.073836175,0.670572905
Gm38192,-0.147505979,0.670668032
Pogk,0.153496509,0.670735838
Foxl1,0.138343212,0.670805401
Gm25948,0.125392271,0.670881862
Gm15428,0.15769248,0.670901204
Gm13235,-0.144993562,0.670901204
E130311K13Rik,0.051175392,0.671042815
Vwa8,0.057340536,0.671106736
Gm16151,0.169482264,0.67124865
Ccdc162,0.146884152,0.671282107
Ccdc120,-0.137059588,0.671282107
Ppp2r2c,-0.188731001,0.67135087
Inpp4a,-0.145305213,0.671368927
Mapk1ip1,-0.105015036,0.671536279
Rps3a3,-0.126579504,0.671782451
Gm14412,0.1445985,0.671782451
Gm13261,0.168629242,0.671819639
Alpk3,-0.146068577,0.671819639
Rab11fip4,-0.144285946,0.672089738
Dyrk1b,-0.123130881,0.672089738
Ank1,-0.079829481,0.672089738
Gm26631,-0.123718608,0.672089738
Noxo1,-0.14028341,0.672164582
Edc4,-0.05302851,0.672164582
Gm13573,-0.165049949,0.672208619
Gm6123,0.148866689,0.672327666
B130046B21Rik,0.094971053,0.672357934
Xdh,-0.064973391,0.672357934
RP24-174D10.6,-0.152777193,0.672357934
Gm7266,0.127944952,0.672598081
Stk3,0.040666282,0.672598081
Gm8839,-0.138853845,0.672598081
Faim2,-0.148512436,0.672932036
Scn8a,0.165514041,0.672932036
Gm13157,-0.042284659,0.672932036
Cltc,-0.091853798,0.672948699
Pcgf5,-0.030653973,0.672948699
Pibf1,-0.069162632,0.673016831
Naa50,-0.038734601,0.673583066
Adam5,-0.147140323,0.673651352
Cd3eap,0.091936698,0.674092623
Gatad1,0.023626948,0.674401175
Tenm4,-0.096029863,0.67446771
Gm3076,0.158087259,0.674599578
Hbegf,0.065417487,0.67468461
Rp1l1,-0.143091151,0.674705699
Gm6419,0.157183698,0.674729575
Zmynd15,-0.145766334,0.674729575
Gm16216,0.119883898,0.674729575
Acad10,-0.064320922,0.674729575
Tes3-ps,-0.145667901,0.674919889
AK010878,0.087286817,0.674943468
Tpst1,0.032996827,0.675629014
Gm12791,0.145180864,0.676399266
Upf1,-0.035171934,0.676654151
Rab40c,0.038109768,0.676715946
Gm17112,0.141581734,0.677203511
Pitrm1,0.061848056,0.677305667
Mok,0.073193277,0.677326458
Gm12168,0.12960222,0.677397451
Gm15616,0.135870411,0.677565044
Gm6984,-0.140000837,0.677619851
Myh7b,-0.125634292,0.677619851
Ahsa2,0.033751698,0.677902057
Gm10614,0.158414919,0.677955401
Timeless,0.038557621,0.678120546
Gm26493,-0.150030509,0.678120546
1700029I15Rik,0.137950621,0.678428896
Cd109,-0.066735225,0.678428896
2810468N07Rik,-0.112748728,0.678830055
Gm10524,0.07646122,0.679008385
Gm15890,0.081398671,0.679762274
Rab3ip,0.030833829,0.680279632
Bspry,-0.141234238,0.68072977
Ufsp1,0.110709466,0.680877721
Tbl2,-0.037754691,0.681265092
Pcdhb7,-0.142727542,0.681497373
Gm29539,-0.135629783,0.681704861
Smap1,0.042552301,0.681742102
A930035D04Rik,0.096677151,0.681742102
Krcc1,0.059551412,0.681742102
Cmbl,-0.086691797,0.681743109
Inip,0.030263917,0.681776585
Hist2h2ac,-0.143387394,0.682003504
Tmco4,0.059545897,0.682003504
D17Wsu92e,0.020257484,0.682237484
Gm4841,0.132495147,0.682912402
Nsdhl,-0.041543581,0.682912402
Gpr17,-0.141838762,0.68294264
Zfp647,-0.140430987,0.683035482
Polr2b,-0.045310544,0.683323066
Podxl2,-0.138194835,0.683582679
Aurkb,0.022699613,0.683707447
Gm19353,-0.103916492,0.683868178
Letmd1,-0.029301522,0.683996941
Neat1,-0.114052955,0.683996941
2300009A05Rik,0.09700048,0.683996941
Syne1,0.068844502,0.684066779
Fut7,-0.141507963,0.684066779
Cd53,0.135781822,0.684484634
Gm26838,0.133067844,0.6851352
Dbx2,-0.145148658,0.68565844
Trerf1,-0.039456088,0.68565844
Gm37776,-0.124972181,0.685661225
Mtag2,-0.098402476,0.685697051
Gm5624,0.096849336,0.685750561
Kti12,0.084555479,0.685927534
Capn9,-0.141516527,0.685927534
Tmem176a,-0.126485408,0.686092232
Gm21811,0.077141601,0.686609297
Gm23205,-0.138455696,0.686735222
Ace,-0.138621562,0.687003223
Ccdc66,-0.070672053,0.687003223
Pnrc2,-0.03087943,0.687003223
Akap9,-0.077972709,0.687003223
Tdrd1,0.058887096,0.687207511
Schip1,-0.138178643,0.687274955
Gm9905,0.128150364,0.687672642
Esf1,0.077220818,0.687709476
Srpx2,0.096574369,0.687920913
Glis3,-0.14674004,0.688134808
Gm28085,0.144883064,0.688134808
Zfp346,-0.032125728,0.689292546
Syt1,0.159965145,0.68930608
Mir6955,-0.142627,0.689340654
Abca16,-0.138277467,0.689340654
D930020B18Rik,0.127895386,0.68972242
Flot2,-0.159499171,0.68972242
Gm22637,-0.131564712,0.68972242
Ndrg2,-0.043019456,0.68972242
Zfand2a,0.056510924,0.68972242
D030028A08Rik,0.120924102,0.690212887
Gm16161,-0.138809762,0.691298532
Pbx3,0.029270997,0.691368542
Oprl1,-0.127822955,0.69151272
Prdm4,-0.061892698,0.691810626
Frrs1,0.031948636,0.691897653
AU041133,0.128529088,0.691905595
A930007I19Rik,0.133041152,0.692061241
9430025C20Rik,-0.108269289,0.692085558
RP24-142B15.8,-0.142054504,0.692085558
Tex9,-0.088240544,0.692363903
Gm26782,0.080729692,0.692384903
Nudt15,-0.128127777,0.692384903
Slc12a9,0.046260191,0.692721723
Tmprss9,0.13336535,0.692847798
Gm12057,0.129185401,0.692847798
Rbm4,-0.113634585,0.692847798
Gm8623,-0.139608791,0.692847798
Alas2,-0.136568297,0.692936347
Stradb,-0.033793436,0.692948078
Fhod3,-0.061856765,0.692948078
Tgfb3,0.037940697,0.693506336
5-Mar,-0.026172236,0.69360705
Usp8,-0.079320095,0.693658483
Nxnl1,-0.144814537,0.693658483
Sdcbp,-0.036858344,0.693663005
Wdtc1,-0.027073002,0.694086794
Sirt6,0.036560622,0.694141825
Creb3l4,0.096889331,0.69439404
Rps15a-ps2,0.143577443,0.694706068
Rad54l,-0.028234434,0.694745208
Chmp4c,0.117278407,0.694836072
Tcea1-ps1,-0.103159865,0.694894515
Gm29083,-0.139352741,0.694998521
Gm4258,-0.119832773,0.695025654
Pax2,0.078905176,0.695025654
Lrmp,-0.087877161,0.695025654
Trappc11,-0.054640323,0.695025654
Gm22935,-0.151983613,0.695143511
Ptprt,-0.129344496,0.695436628
Gm4462,-0.141739608,0.695553538
Gm10045,0.145693025,0.695553538
Slc7a1,-0.072511704,0.695722955
Rell2,-0.090774777,0.696178511
Leng8,-0.122663666,0.696178511
Gm7816,0.141076538,0.696619561
Cdkn1c,0.104396121,0.696619561
Snord37,0.126629537,0.696834442
Serpini1,0.153297234,0.696834442
Dlgap3,0.131202248,0.696834442
Gm26901,-0.137463642,0.696921295
Gm28043,-0.117513392,0.697659246
Dhx38,0.03004521,0.697750806
Ssr1,0.027571506,0.697790728
Gm15956,-0.13530323,0.698949621
Vwa5b2,-0.143752582,0.698987863
Klhl23,-0.106409836,0.699053803
Gm26909,-0.152470635,0.699128937
Phpt1,-0.116293065,0.699196258
Phkb,-0.065485152,0.699196258
Slc47a2,-0.13410136,0.699395433
Tecpr2,-0.078072291,0.699475872
RP23-313F5.1,-0.143657436,0.699962227
Patl1,0.072024441,0.700225443
Hao1,-0.088416663,0.700225443
Xlr,0.062539519,0.700468458
Rfc1,0.029071821,0.700495785
Gm17017,0.133901229,0.700551642
Srgap2,-0.041694689,0.700551642
Lamc1,-0.090506284,0.700591339
Mapk8ip3,-0.073008275,0.700591339
Heatr5b,-0.087709812,0.700591339
Gpr21,0.118879579,0.700591339
Kntc1,-0.089290142,0.700591339
Cbx3,-0.043349416,0.700591339
Gm37915,0.14084614,0.700749795
Mtmr14,0.023019434,0.70099848
Gm17359,0.122407658,0.70113322
Ly6f,0.108646531,0.701477321
Nsun6,-0.03153329,0.701529003
Hmgb1-ps6,-0.150899622,0.701707972
Rccd1,-0.088019033,0.701707972
Elk1,0.056541769,0.702141179
Ncf4,-0.131815521,0.702255621
Nhlrc2,-0.048062867,0.702255621
Gm9530,0.137346944,0.702441459
Lrrc8d,-0.061058429,0.702583621
Gm15387,-0.143933497,0.703085963
Nprl2,0.054310106,0.703183755
RP23-262J12.2,-0.10555037,0.703390938
Gm37419,-0.124154435,0.703487038
Jak1,-0.061666662,0.703573492
Kcnj13,-0.109243175,0.703672859
RP23-172K2.12,0.130332622,0.70369341
Gm22620,0.133997749,0.703908669
Prrt4,0.135809932,0.703910497
Sugp1,0.032154397,0.704932043
1700034P13Rik,0.127564866,0.705053804
RP24-210N1.3,-0.134343499,0.705053804
Gm12224,-0.126185332,0.70524947
Crybb1,0.124256335,0.705356578
Tbx19,0.110973438,0.705379507
Gm11767,-0.138000901,0.705379507
Ly6i,-0.127536701,0.705379507
RP23-459I1.3,-0.121381912,0.705379507
Sec61a2,-0.085464921,0.705722887
1110008L16Rik,0.034103087,0.70580569
Gm8860,-0.134900457,0.706266813
Melk,0.028500735,0.706766368
Gng10,-0.10413316,0.706766368
P2rx6,-0.129638467,0.706780961
Lpar6,-0.120823772,0.706800845
Srpk1,0.04001257,0.707078515
A230020J21Rik,0.12949219,0.707277754
Myo1c,0.046965345,0.707739965
Selt,0.043713722,0.707786765
Acsbg1,0.115131458,0.707786765
Rnmtl1,0.070809624,0.707832909
Gm26115,-0.13659737,0.707832909
Prpf8,0.090527943,0.70790446
Trim29,0.131199534,0.708125474
Gm6169,0.129483806,0.708425469
Tfcp2l1,-0.098380946,0.70858202
Pex12,0.047620335,0.709274039
Pdha1,-0.055490706,0.709532251
Gm6910,0.132096718,0.709546336
Tmco6,0.050223428,0.709880308
Ccdc112,-0.055892624,0.709880308
Pla2r1,0.104089445,0.709880308
4930539M17Rik,-0.113646191,0.709880308
Gm10544,0.135236533,0.710443793
Tmem156,-0.099791509,0.710472976
9630013D21Rik,0.096226088,0.710531356
Zfp934,-0.116221515,0.710609762
Pole,0.081377064,0.710609762
RP23-442L7.3,-0.13024894,0.710801185
Klhl10,-0.130539444,0.711150598
Strbp,0.0460226,0.711150598
Gpcpd1,-0.063418042,0.711240532
Fam21,-0.041731995,0.711240532
4932443L11Rik,-0.127394568,0.711240532
4930415O20Rik,0.096660477,0.711310866
Chit1,0.12262877,0.711451632
Rasl11b,0.080077405,0.711451632
Asf1b,-0.029735638,0.711451632
1700113A16Rik,0.130135828,0.711649388
R3hdm1,0.056302023,0.711825208
Gm26180,-0.134520368,0.711825208
Tsc2,0.058142712,0.711825208
Gm8991,-0.135535596,0.711825208
Sec14l1,-0.03493345,0.711993428
Gm24494,-0.128096622,0.712399355
Sema4a,0.073748653,0.712439449
Itga4,-0.132037231,0.712483396
Gm14648,0.118067944,0.712646209
mt-Nd5,0.11310787,0.712787169
RP23-447N11.3,-0.107545078,0.713050558
Gm5436,0.139259276,0.713275252
Frg1,0.079495736,0.713314503
Cers3,-0.127122005,0.713680038
Snai1,-0.035183097,0.713708893
Ppp6r2,-0.025722138,0.713785248
Gm17259,0.121450811,0.713898332
Abhd6,0.138329501,0.713898332
Hnrnpm,0.032017304,0.713898332
RP23-429E19.4,-0.122936211,0.713898332
2310069B03Rik,0.113221061,0.713898332
Slco3a1,-0.143134009,0.713898332
Dyrk4,-0.135617381,0.713958048
Patz1,0.047926522,0.71409951
Gm10226,-0.126587418,0.714250178
Dzank1,-0.1300497,0.714368801
4930519F16Rik,-0.108560644,0.71448752
Gm26576,0.120174886,0.71459601
Rasl11a,0.123149479,0.715049268
Gm24270,-0.142590757,0.715365487
Lta,-0.106278333,0.715454515
Zfp951,-0.068611573,0.715454515
Nsg2,-0.127603899,0.715486472
Wfikkn2,-0.127300765,0.715510289
Gm11832,0.122146635,0.715731065
Gm10058,0.139189913,0.715851111
Src,-0.026593288,0.716199452
Gm5093,0.123372025,0.716351928
Dclk2,0.062059566,0.716351928
Cldn7,-0.118758169,0.716396776
Zcchc18,0.137399173,0.716887421
