Geneid,log2FoldChange,padj
Fgfr2,-0.236912905,0.519479578
Fbxl22,-0.21424784,0.51949998
Rnd1,-0.077724833,0.519707695
Usp24,-0.139125351,0.519838856
Miat,0.217639542,0.520064091
Lbx2,0.155255447,0.520103838
Gm26841,-0.205212495,0.520218102
Gm14744,0.239462353,0.520218102
Gm37733,0.174593238,0.52035336
Nkx2-2os,-0.20132679,0.52035336
4732487G21Rik,-0.105407726,0.520525266
Gm11824,0.227349299,0.520525266
Gm14036,-0.19702637,0.520534443
Tbcc,-0.163102503,0.521039429
Pgpep1l,0.152450782,0.521224918
Rab19,-0.156299926,0.521243437
Gm37648,-0.220765592,0.521454422
1700021N21Rik,0.246665569,0.521595628
Kif9,-0.211190339,0.521595628
Rab7b,-0.211311103,0.521628779
BC107364,-0.148256983,0.521868511
Nxf7,0.201231107,0.521868511
Nup160,-0.137020519,0.522243075
Ptpra,-0.075391062,0.522424882
Gm14263,0.240214829,0.522424882
RP24-470E5.2,0.210023042,0.522424882
C1ql4,-0.218487495,0.522470159
Tbc1d2b,-0.199833686,0.522470159
Gm16299,-0.201498167,0.522526811
1110025M09Rik,0.154451099,0.522706328
Fabp5,0.216024004,0.522706328
Sepn1,0.05328349,0.522706328
RP23-369O21.1,-0.215891022,0.522706328
Nfrkb,-0.097228018,0.522706328
Atg4d,0.07948987,0.52285488
Ly75,-0.139909043,0.522895258
Gm17092,0.213008792,0.523273946
Dlgap5,-0.043382545,0.523385389
Ggn,-0.147323718,0.523385389
Fndc7,0.211335847,0.52402593
Gm26708,-0.191967931,0.524278578
Arsi,0.079208026,0.524283912
Gm14230,-0.178775016,0.524283912
Junos,-0.160789426,0.524283912
Fxr1,-0.038498128,0.524455638
Aqr,0.11493717,0.524526772
Vamp2,0.150796643,0.524617915
Enthd1,0.164735784,0.524856742
Gm19589,-0.193025551,0.525152035
Spns2,0.078586296,0.525297563
Llph-ps2,0.210149714,0.525303136
6030443J06Rik,0.21526062,0.525603658
Gm26530,0.193302352,0.525666082
Pxmp2,0.199458436,0.525681574
Calhm2,-0.076293262,0.525713342
Gm26773,0.213119433,0.52578619
1700092M07Rik,0.226779144,0.52578619
Tdp2,0.041188471,0.525985355
Tmod2,0.200310563,0.526296854
Pdzrn3,-0.221422609,0.526483501
3300002I08Rik,-0.161751203,0.526723788
Gm26749,-0.210904492,0.526748014
Lrp2,0.166456056,0.526748014
Kif19a,0.214942616,0.526963918
Mafk,-0.080821328,0.527075848
Rps12l1,0.212296413,0.527209531
Slc16a5,-0.210617639,0.527251768
Far2,-0.165098595,0.527524961
Ppif,0.065728898,0.527684146
Gm13986,0.204712041,0.527684146
Gm11223,0.211663488,0.527684146
Papss2,-0.196155562,0.528016478
Hrsp12,0.069006126,0.528156324
Ubxn11,0.141028094,0.528185953
Gp1bb,0.224564029,0.528516028
4933421A08Rik,-0.209695731,0.52921423
Tab1,0.053165151,0.529500839
C4a,-0.210231733,0.529824443
Uhrf1bp1l,-0.108451255,0.530171894
Gm26852,0.206227808,0.530266232
Serp1,0.048293021,0.530304137
Susd2,-0.209465606,0.530645756
Mccc1os,0.207063391,0.530658913
Abcg8,0.216642262,0.530815301
Rrnad1,0.120527884,0.530870657
Nucks1,0.089213155,0.530946684
Slc8a2,0.211418059,0.530946684
Rpsa-ps5,-0.220962353,0.530984658
Gm24644,-0.204024685,0.530984658
Phyhip,-0.21259923,0.531119957
Cyp11a1,0.21053012,0.531404039
Flt3l,0.134640671,0.531864561
Sp2,-0.081364852,0.53248415
Cyp2s1,-0.200786452,0.532618177
Dock6,0.137129305,0.53263958
Rcsd1,0.178662942,0.532828933
AC147266.1,0.207760214,0.533232773
Gm9776,-0.199229093,0.533376459
Mtss1,-0.068344343,0.533376459
D430040D24Rik,-0.142525826,0.533418113
RP23-267O21.3,0.169481442,0.533418113
Limk2,-0.043331119,0.534345811
Nol8,-0.046862466,0.534462366
Il16,-0.199127812,0.534941475
RP23-218L17.2,-0.167366731,0.534962546
Colgalt1,0.084298718,0.534962546
Trim17,-0.173346322,0.535023961
Gm12482,0.219298777,0.535023961
Cux2,-0.145914978,0.535115169
BC051537,0.199723722,0.535186297
Dcdc2c,-0.209459119,0.535280437
Arhgef39,0.130742384,0.535280437
Smc2,-0.053221598,0.535280437
Kdm4b,0.052836075,0.535383351
Gstp2,-0.196413969,0.535455565
Fut1,-0.198437337,0.535890646
Wwox,0.054017869,0.535890646
Sox12,-0.262560061,0.53591349
A830052D11Rik,0.184393049,0.535935804
Phlda1,0.123913332,0.536013259
Rab2b,-0.16788709,0.536140174
Gm10419,0.19705381,0.536150256
Gm2223,-0.161103173,0.536450082
Fam50b,-0.213327967,0.536485418
Gm10068,-0.19221765,0.536508638
Itpkc,-0.044298603,0.536508638
Gm10718,0.212606159,0.536508638
Gm16276,-0.234960791,0.536656444
Amacr,0.085589613,0.53672081
4930524O07Rik,-0.225028523,0.536943351
Rabl3,0.067863095,0.537097711
Cyp4f13,-0.068529057,0.537097711
Il4i1,0.120105001,0.537578222
Gm15494,-0.177553012,0.537652874
Gm10735,-0.186108422,0.537942161
Rpusd1,-0.086719068,0.537942161
Gm14439,-0.206521293,0.538129323
Spire1,-0.095568516,0.538195316
Prcp,0.034311332,0.538261666
Myo1b,-0.20054114,0.53829245
Tk2,0.064206461,0.53829245
Upk1a,-0.191990087,0.538862172
Gm17511,0.218710233,0.538862172
Oas1g,0.134607391,0.538933699
Tcam1,-0.114770949,0.53898402
9130023H24Rik,-0.196946008,0.539155015
Raver1,-0.062452221,0.539197095
Mapk9,0.042813247,0.539564631
Mtmr11,-0.192072756,0.5396621
Diras1,0.075663812,0.539968727
Actr6,0.066099187,0.539968727
Kcnh6,0.164877438,0.540075073
RP23-477N9.3,0.191948643,0.540075073
1700020D05Rik,-0.213918253,0.540217082
Phf14,0.077642387,0.540217082
Gm2895,0.162991492,0.540268008
Cabp1,-0.09520209,0.540268008
Osgepl1,-0.082222305,0.540315771
Ntn5,-0.193294412,0.540565754
Gm12807,0.227817925,0.541230853
Gm10698,0.148189913,0.541299661
Gm2423,0.17542842,0.541529386
Ccdc96,-0.215375153,0.541529386
Adk,-0.051573527,0.541652996
Rars2,0.069216438,0.541722182
Gm29562,-0.207079954,0.541722182
4932443I19Rik,0.167527296,0.541904735
Slc26a10,0.158893312,0.542226486
Aak1,-0.167321589,0.542248381
Dmrt3,-0.2458127,0.542679478
Depdc7,-0.057437037,0.542679478
Gm23851,0.204986008,0.542705775
Msx3,-0.125607091,0.542838249
Epn3,-0.194522745,0.543011126
Pcdhb20,-0.189487126,0.543011126
Gm15860,0.178873122,0.543129436
Gm16740,-0.20139987,0.54316756
Fam64a,-0.070175286,0.543359211
2810405F17Rik,-0.206605353,0.54355912
Cct6b,0.173394697,0.543718837
Cfap54,-0.207120579,0.543737237
Nup205,0.095966907,0.54391694
Slit3,-0.236963233,0.54392608
Gm2237,0.191136522,0.54392608
Ampd1,-0.210238807,0.54392608
Osgin2,0.057426603,0.54392608
RP23-434H17.5,-0.199530396,0.54392608
Jkamp,0.070951919,0.543947211
Fam78b,-0.176777702,0.544429805
Mcts2,0.071555533,0.544531151
Ccbl2,0.063134082,0.544531151
Spaca6,-0.166464711,0.544579897
Pik3r5,0.193353405,0.54525917
Klhdc8a,0.174016189,0.545352301
Gm20442,-0.196987748,0.54582018
Mir343,-0.209148175,0.54582018
Ccdc163,0.104898668,0.545919052
Ccdc17,0.185448527,0.546189379
Lhfpl4,-0.171951827,0.546189379
Gm6055,0.179427464,0.54620519
Ankrd13a,-0.072120175,0.54620519
Robo2,-0.226905288,0.546262968
Gm8806,0.14425054,0.546262968
Avpr1a,-0.230918203,0.546514701
Fbxl4,0.054910445,0.546561156
Stat6,0.073334145,0.546648913
Zfp945,-0.080185662,0.546648913
AW047730,-0.207975346,0.546648913
Vps37a,-0.066518927,0.546702156
Lemd2,-0.070612582,0.546719978
Mknk2,0.059616632,0.547040906
Rnf4,-0.043741632,0.547040906
Rnf165,-0.20944585,0.547131594
Dusp13,0.185349085,0.547140833
Pgf,0.137102769,0.547183754
Gm12816,0.210536332,0.547296708
4930442H23Rik,-0.208729447,0.547441946
Taf1a,0.084147716,0.547496222
Abhd1,-0.168103298,0.548409043
Gm16177,0.205469401,0.548409043
Col6a3,0.150690546,0.54846746
Rnaseh1,-0.077404861,0.548578579
Ccl5,-0.12709174,0.548648694
Dcaf11,-0.075227941,0.548648694
Mcat,-0.075757436,0.548648694
Rab11b-ps2,0.180915846,0.548706114
Rpl30-ps10,-0.201457421,0.548810348
Polg,-0.094035996,0.548940457
Pigg,-0.124265683,0.548955743
RP24-404P10.7,-0.191915353,0.549012209
Gm12856,-0.19355815,0.549103349
Hlcs,-0.10722457,0.549368114
RP23-31J24.2,0.20969426,0.549368114
Gm25636,-0.186792624,0.549705912
Tbc1d5,-0.085388112,0.549754117
Gm22358,0.19382968,0.549956386
Chst13,-0.144682156,0.549956386
6330403N20Rik,0.172877676,0.549956386
Dync1i2,-0.036430412,0.55009776
Rexo1,-0.074269767,0.550156585
Rftn1,-0.202803528,0.550156585
Pip5k1b,0.172425282,0.550156585
9130011E15Rik,0.057573419,0.550156585
Gm15834,-0.105397024,0.550287529
Smim5,-0.182432874,0.550300009
RP23-358O22.1,0.182455616,0.550300009
Gm36934,0.189501301,0.550461324
Tmem147os,0.146562007,0.550569118
4930506C21Rik,-0.199995075,0.550655645
Gm26885,0.206332663,0.550655645
RP23-395B13.2,-0.201217325,0.550913703
4732419C18Rik,0.208860167,0.550913703
Hoxa10,0.066187937,0.551023436
Gm37239,0.205368267,0.551062987
Spock2,-0.22751499,0.551062987
Nde1,-0.02849296,0.551247051
Abcb9,0.109573793,0.551394823
Ifi27l2b,-0.132691716,0.551433355
Sox4,-0.241876323,0.551433355
Pcgf6,-0.066567444,0.551433355
Mmgt1,-0.079159187,0.551634433
Tgif2,-0.132111331,0.551678406
Sfxn5,-0.081704503,0.552016233
Sar1a,-0.054937877,0.552778257
Gm12494,0.179441027,0.553000943
Mfsd2a,-0.109171911,0.553000943
Lamc3,-0.20636884,0.553302466
Ptpn18,0.161472584,0.553703152
Gm17349,-0.179619572,0.553703152
Gm2a,0.208891527,0.553765054
Dhdh,0.149966592,0.553996675
Heatr3,0.105390976,0.554394393
Aldh3a2,0.058859445,0.554449817
Gm13147,-0.138298115,0.554449817
Gm15800,-0.078951225,0.554449817
Gm16159,-0.182742021,0.554449817
Gm16477,0.19630477,0.554557899
2010001A14Rik,0.140255393,0.554678367
2310058D17Rik,-0.19136756,0.554678367
RP23-451E8.7,-0.20108345,0.554808288
Gm4221,0.188181393,0.554833104
Gm37282,-0.193205513,0.554868795
Arfgap2,0.058192021,0.555033981
Rpl17-ps9,0.114479197,0.555033981
Fam167b,-0.19115361,0.555198871
Speer4e,-0.191587652,0.555198871
BC018473,-0.180259937,0.555293039
9130230N09Rik,0.173157991,0.555299687
Sh3bgr,-0.193429789,0.555473459
Ttc13,-0.063031746,0.555587029
Arhgap24,-0.202256729,0.555780513
Tm9sf1,-0.04774598,0.556077989
Cdhr3,0.194915023,0.556284642
Elovl7,0.06835132,0.556284642
Tnip2,0.103529521,0.556284642
Scarna8,0.18595399,0.556378257
Gm20406,0.129055181,0.55658168
Fam178b,0.182986792,0.556683426
Pofut2,0.049901775,0.556683426
Actr5,-0.08132051,0.556683426
Ttll13,0.168621706,0.556735177
Msantd2,-0.099909561,0.556735177
9330151L19Rik,-0.161886988,0.557234421
Gdap10,-0.200839874,0.557921312
Gsk3b,-0.063573926,0.557921312
Gm13578,-0.19339889,0.557955665
Gm23608,0.179895757,0.558254831
Gm14327,0.202982935,0.55861766
Ube2l6,0.089078802,0.558749364
Gm5447,-0.187535573,0.558812671
Adcy5,-0.213192277,0.559013345
Gm26722,0.190889357,0.55903101
Zfp786,-0.189029398,0.55903101
Scarna2,-0.21375181,0.559168606
Cspg4,-0.134869484,0.559491856
B230216N24Rik,0.185206353,0.559680366
Kif1c,0.04237923,0.559823409
Gm4799,0.1980542,0.559983975
Hapln3,-0.194108976,0.559983975
Spata1,-0.107689312,0.559996078
4932442L08Rik,-0.178791137,0.560044872
Pllp,-0.194209358,0.560378096
Gm6265,0.212104129,0.560447892
Cc2d1a,0.041455205,0.560659807
Tex10,0.068698323,0.560792957
Plcd3,0.033192772,0.561259415
Kif26a,-0.201667072,0.561293906
Gm6658,0.144456022,0.561293906
Pou4f1,-0.168524796,0.561308964
Rbm45,0.043928626,0.561516788
Atg101,0.104268801,0.561636631
Gm4117,-0.15380646,0.561719114
Slc8a3,-0.172793363,0.561726819
Ak5,-0.136720841,0.561726819
Tmem37,0.096790693,0.561777056
Gm18284,-0.191484439,0.561958857
Fndc5,-0.113922678,0.561958857
Abhd4,-0.054812457,0.56204089
Lbh,0.080434772,0.562376371
2900042K21Rik,-0.213908844,0.562718389
Lpp,-0.122674472,0.562718389
Zfp873,-0.162134883,0.562791351
Ssc4d,0.087126642,0.56282322
Gm38317,-0.204360883,0.562834582
Grap2,-0.171936582,0.562911658
Gm25188,0.208866858,0.563020779
Rilpl1,-0.05011598,0.563203924
Nus1,0.044345284,0.563848921
Cdrt4,-0.104566559,0.563984153
Lrba,-0.140883199,0.563992374
D930048N14Rik,-0.169550219,0.564039042
Ctxn1,0.090275446,0.564039042
Gm5453,0.205479551,0.564543414
Adck5,-0.078427824,0.564543414
Col16a1,0.042611854,0.56472575
Gm16061,0.196061053,0.564993653
Ankrd37,0.154971316,0.564993653
Gemin5,0.071384468,0.565146679
Gm5560,0.204834263,0.565146679
2410131K14Rik,-0.052284982,0.565146679
Hdac6,-0.051867814,0.565146679
Ankmy1,-0.185393451,0.565274821
Rps2-ps9,-0.188502869,0.5655392
Sgcg,-0.195102398,0.566238618
Batf2,-0.183168667,0.566238618
Lime1,0.201745532,0.566238618
Gm12435,0.152000809,0.566238618
Gm25193,0.182674565,0.566238618
Gm6274,0.150975564,0.566306404
Gm12263,-0.15232452,0.566407725
Stk25,-0.079805522,0.566464385
Dynlt1c,0.095625055,0.566464385
C8g,-0.12649886,0.566464385
Fam134c,-0.029767807,0.566743989
Gtf2a1,-0.086579061,0.56677195
Dhtkd1,-0.117876557,0.566937376
Nudt4,-0.027856401,0.567053681
Gm26740,-0.189793974,0.567154965
Gm15382,-0.148359803,0.567154965
Gm15413,0.191316122,0.567154965
Gm13910,0.190802981,0.56723129
Gm17199,0.157402323,0.56723129
Gm36989,-0.192765288,0.567464067
Terf2,0.053821583,0.567464067
Myh9,0.092267849,0.567665014
Gm22748,-0.189106675,0.568007945
Prss22,-0.208279789,0.568007945
Plxdc1,0.187607202,0.568427192
Olfr99,-0.173825111,0.568427192
RP24-478I22.8,-0.180380825,0.568990159
Gm38250,-0.164338028,0.569733642
Btc,-0.089975184,0.569797775
Olfr1392,-0.155881139,0.570086794
Sarm1,-0.108855382,0.570116465
Col4a5,-0.209170828,0.570116465
Coil,0.11737379,0.570175391
Vps9d1,-0.039169102,0.570229693
Sgsh,0.083347455,0.570306415
Insc,-0.163378986,0.570328396
Ccdc132,-0.070126722,0.570431301
Calr4,0.206066752,0.570479447
Celf5,-0.120711838,0.570524846
Cdk2,0.034852522,0.570524846
Diap2,-0.122630582,0.570524846
RP23-397C5.5,0.199943546,0.570685313
Rpain,0.084971781,0.570690417
Tssk4,-0.190152104,0.570690417
Xylt2,-0.041920969,0.571465994
Sv2c,-0.20642299,0.571465994
Vps39,0.058696924,0.571465994
Agl,-0.093862484,0.571465994
Zfp282,0.068907493,0.571503358
Gpr155,-0.187145144,0.571522195
Tpd52-ps,0.17090919,0.571835935
Hpx,-0.20262172,0.572343682
Atp6v1a,-0.079511568,0.572516496
Arhgef6,-0.091054371,0.572516496
Gm6170,-0.155769051,0.572679844
Gm7618,0.186079366,0.573014112
Gm26797,-0.17829089,0.573020596
Qtrtd1,-0.092269722,0.573126654
Adam32,-0.185912805,0.573174109
4930535L15Rik,-0.207404983,0.573246919
Gm11725,0.156957974,0.57389824
Mfn2,-0.05539322,0.574143917
4930532G15Rik,-0.187676546,0.574240861
Gm4613,0.173519078,0.574326216
Zfpl1,0.076548401,0.574362021
Icam5,-0.121239998,0.574473344
Wwp1,-0.097835049,0.574647646
Pnpla3,-0.212231486,0.574941047
Trpv2,0.049075995,0.575106691
Akap2,-0.178078212,0.575157772
Trmt44,-0.114939099,0.575157772
B430212C06Rik,-0.194730955,0.575249609
Ppp1r32,-0.184171179,0.575293638
Gm6467,0.18286072,0.575640077
Gm27415,0.129871985,0.575693851
4930513N10Rik,-0.172069535,0.576173186
Snord17,0.184875605,0.57624199
Gm12739,-0.207571049,0.57624199
Ifitm5,-0.183415163,0.5763423
Gm24187,-0.224251547,0.576550379
Cklf,0.100323993,0.576589869
Gm7399,-0.194857226,0.576603878
Gm9821,-0.195494415,0.576963095
Kif2c,0.030509353,0.576963095
Gm960,-0.180684525,0.577208012
Stk11ip,0.086791769,0.577903325
Gm29394,-0.17943978,0.577903325
1600014C10Rik,-0.035850299,0.578188697
Snupn,0.071363349,0.578197461
Gm6153,-0.167518854,0.578977605
Gm15846,0.188321733,0.5790242
AB124611,0.167765149,0.579072932
Tmem123,-0.085011827,0.579284352
Znrd1as,0.111973503,0.579358016
Gm15190,-0.197720053,0.579506523
Akap3,0.169038735,0.579511765
Ttyh1,-0.200845889,0.579713146
Pfn4,-0.182641036,0.579899673
Gm8692,0.149984841,0.579940393
Cbs,0.169617952,0.579984939
Klhl30,0.191206322,0.58051775
Btbd10,-0.05422548,0.580532673
Gm16437,0.187310412,0.580685408
Gm14636,0.190206178,0.58095849
Larp1,-0.052802703,0.581101967
1700008O03Rik,0.19415847,0.581101967
Nptn,-0.031961081,0.581306759
Tstd1,-0.154283028,0.581458591
Gm13921,-0.162892018,0.581458591
Gm15697,-0.177190743,0.581501885
Ephx1,-0.050313684,0.582180098
Gm37500,0.20008677,0.58230114
Mid1,-0.192788878,0.58230114
Ppp4r1l-ps,0.08179623,0.582618559
Gm38366,-0.183365185,0.582618559
Gm5763,0.178047351,0.582649577
Nupl2,0.112070405,0.582794728
6-Sep,0.044642614,0.582920714
Crhbp,0.187603471,0.582928659
Gm16026,-0.174299607,0.583083688
Fmnl3,0.055776685,0.583106432
Wdr3,-0.054067457,0.583186036
Mettl25,0.12811701,0.583223344
Sv2a,-0.214063828,0.583223344
Gm26563,0.165687267,0.583250292
Eid1,0.073869606,0.583250292
Snora30,0.189098623,0.58325445
Rab3gap2,-0.065734441,0.583316144
Wfdc3,-0.167640597,0.583607432
Taf3,0.088194107,0.583829108
Sec14l2,-0.069445332,0.583980169
Akt2-ps,-0.152563379,0.584119979
Zfp362,0.20113194,0.58430314
Pdxk,0.055117405,0.584327135
Gm9761,0.175687111,0.584699049
RP23-287M3.3,0.176976402,0.58497862
Ptprs,-0.100776713,0.585274131
Crtc1,0.070427063,0.585620859
Gm16365,0.169362801,0.585933786
Gm11739,0.167780514,0.586011748
4930522L14Rik,-0.178972557,0.586011748
Hnrnpul1,-0.082521416,0.586011748
Gm3830,-0.193151836,0.586134027
Gm5846,0.184571784,0.586175992
Chst10,0.133893794,0.586448337
Farp1,-0.079012557,0.586448337
Mylpf,0.106353567,0.586590276
Gm3604,-0.167742817,0.586607928
4930595D18Rik,0.181429847,0.586835152
4933427G23Rik,-0.185268976,0.586835152
Pon3,0.069370598,0.586925916
Def6,0.073309443,0.586980772
Grhl2,-0.177428033,0.587121252
Tnfaip8l1,-0.104648116,0.587121252
Iqcg,0.088825964,0.587226271
Gm11349,0.160695102,0.58734009
Gm28800,-0.169980156,0.587499925
Nckap5los,-0.184806491,0.587499925
Ccdc36,-0.122394024,0.587499925
Hoxc5,-0.165208143,0.587713432
1810013L24Rik,0.076032787,0.588249996
Ckmt1,0.206600712,0.588249996
Nr1h2,-0.059731273,0.588371086
Gm26760,-0.17706343,0.588454202
Qsox2,0.047805909,0.588454202
Cbx4,-0.051690394,0.588467904
4930480K23Rik,0.185585469,0.588467904
Caskin1,0.174807798,0.588467904
Lrrc57,0.06859127,0.588556019
Frmd8os,-0.206493235,0.588737338
Bloc1s2-ps,0.209572277,0.588754745
Lrrc28,0.085049682,0.588754745
Cav1,-0.039672037,0.588919989
Jagn1,-0.065290998,0.589049207
Il18bp,-0.131368488,0.589257043
Zfp768,-0.078018657,0.589357894
Pold3,-0.040296489,0.589807965
Triqk,0.083135348,0.590249623
Gm11465,-0.166822115,0.590261921
Pmch,-0.186597245,0.59028625
Igsf6,0.176544991,0.590329444
Sh3tc2,0.088628587,0.590335992
Ogn,-0.181086432,0.590479471
Mb,-0.151608369,0.590479471
Gm6030,0.199858734,0.590919757
Syne2,-0.151633634,0.591056942
Plxnd1,-0.103439013,0.591103684
Cmtr1,0.08943937,0.591104976
Ssh3,-0.08116379,0.591129794
Mlst8,0.085769776,0.591182114
Hacl1,-0.070248045,0.591358591
Cab39l,-0.046869114,0.591358591
Lin7b,-0.176699746,0.591364888
Gm7856,-0.203465331,0.591425679
4-Mar,0.176872936,0.591435955
Baiap2l1,-0.203617104,0.591639198
Gm12266,0.151950284,0.591715196
Hsf2bp,0.18349684,0.591746492
1520401A03Rik,-0.166644857,0.59245167
Gatc,0.045263191,0.59245167
Evc,0.040930612,0.592729666
RP24-363K20.7,0.174683503,0.592729666
1700084E18Rik,0.161717909,0.593311725
Gm10040,0.155674057,0.593406473
Zbtb11os1,-0.182461709,0.593818434
RP23-204O17.4,0.185610465,0.593818434
Hoxb7,0.153489986,0.59387229
Gpr85,-0.18152509,0.594021592
Parp16,-0.050261128,0.594021592
Gm15512,0.166354979,0.594067905
Asprv1,-0.168759753,0.594075732
Pate2,-0.174599399,0.59415585
Gm5141,-0.173698095,0.59439337
Wdr54,-0.088205901,0.594518483
Atf6,-0.070873587,0.594712859
Rcbtb1,-0.0548108,0.594712859
Gm29397,-0.176405218,0.594712859
Gm16253,-0.134705126,0.59472344
Aqp1,-0.064866776,0.59472344
Slc2a9,0.055516198,0.594772754
Ptk7,-0.056219361,0.594777458
Gm5908,-0.208100458,0.594777458
6720489N17Rik,-0.170206061,0.594989072
Vps13b,-0.158577934,0.595357469
Pex3,0.063406628,0.595542705
A430110C17Rik,-0.185156472,0.595542705
Fam129a,-0.098974099,0.59581487
4-Sep,0.064603372,0.596151822
Prelp,-0.090801065,0.596358495
1700007J10Rik,-0.170574233,0.596429925
Gm15585,-0.183592729,0.596454473
11-Sep,-0.077751208,0.596640021
Rpp25l,0.114338887,0.596792887
C330018D20Rik,0.181507305,0.596913025
Rnu73b,0.179693691,0.597077827
Gm15952,0.169160319,0.597235503
Parvb,0.033298877,0.597287971
Gm23264,-0.115574558,0.597287971
Ccdc86,-0.090319148,0.597750693
Fbxl5,-0.047202398,0.597755444
Dld,0.036036341,0.59814485
Gm13509,0.082804511,0.598266483
Gm21399,0.154995955,0.598375022
Gm16409,0.189942989,0.598522078
Atr,-0.117366953,0.598522078
Mtcp1,0.122100301,0.598522078
RP24-274H19.5,-0.162150744,0.598843572
Gm13207,-0.155173383,0.598843572
Gm10059,-0.179427554,0.598843572
B3gnt6,-0.189108561,0.598843572
Mir3096,-0.165016244,0.59893602
Gm9732,0.112464077,0.598988754
Mir199a-1,-0.182305702,0.599271528
Mpzl1,0.034592664,0.599693538
Fam101b,-0.063545017,0.599769369
Plekha5,-0.105162821,0.599769369
Sorcs2,-0.18464096,0.599876196
Epm2a,0.188109421,0.599887386
Canx,-0.053903811,0.599887386
Ttc8,0.158431042,0.599887386
Atp2b3,0.175730647,0.599887386
Myg1,0.090494521,0.600274704
Rnf157,0.184797802,0.600292125
Chka,0.054281556,0.600539686
Poc1b,0.032540251,0.60073391
RP23-382I10.1,-0.181926843,0.600930449
Cyp4x1,-0.01382084,0.601176123
Smad6,0.172467192,0.601399757
Lrrk1,-0.078865389,0.601535369
A630023A22Rik,0.176822994,0.601928067
Gm13422,0.174188659,0.60194607
4631405J19Rik,0.179901056,0.602074496
Pcyt1b,0.076502641,0.602574774
Ddx51,0.053688665,0.602610416
Gm7125,-0.169979843,0.602687427
Zc3h3,-0.057828315,0.602823975
Kcnh2,-0.041047826,0.603204555
Cstf2,0.086868348,0.603204555
2610305D13Rik,-0.058129626,0.603466856
Gm6758,0.191593904,0.603478846
Fam169a,0.181430924,0.603644169
Dnah14,-0.166064206,0.603658351
Tmem41b,0.04386858,0.603692291
Orai3,0.073383771,0.604339223
Zfp61,0.08022161,0.604667772
Rcbtb2,0.042309066,0.604787063
Wdr38,-0.170689738,0.605031582
Snx2,-0.032777667,0.605123561
Awat2,0.169536427,0.605123561
Zfp619,0.180436227,0.605129089
Gm13453,0.163234484,0.605151933
Rai14,-0.071609867,0.605185447
Gm14322,0.136072705,0.605285434
Gm12115,-0.177768165,0.605974064
Mest,-0.194797361,0.605974064
Arpc5,-0.035195531,0.606110934
Scarf1,-0.166685468,0.60625498
Slc5a1,-0.167890185,0.606538663
Lrch1,-0.178614981,0.606541496
Tvp23bos,0.155457052,0.606867614
Gm6286,0.175417631,0.607109851
Hand1,-0.1356208,0.607109851
A430078I02Rik,-0.153895053,0.607109851
Eepd1,0.168369378,0.607109851
Klf8,-0.123422594,0.607130484
Ints3,-0.03895849,0.607430895
RP23-418O21.3,0.173875226,0.607842981
2410012E07Rik,0.155525985,0.607858387
mt-Co1,0.172901281,0.607858387
P3h4,-0.046779583,0.607865267
Trmt11,-0.064198655,0.607879879
Gck,0.168594357,0.607879879
Pxdc1,-0.051250135,0.607879879
Gm13408,-0.179862908,0.607879879
Ikzf4,0.166830736,0.607884322
4833420G17Rik,0.042572018,0.60793098
Hhla1,0.170901998,0.607952921
Foxred2,0.101147553,0.607952921
Gm9575,-0.146438148,0.607952921
Lrrc8dos,-0.151913811,0.607952921
Atp1a2,0.192540645,0.608050638
Osbpl1a,0.060579625,0.608140678
Hddc3,-0.140224397,0.608140678
Smarca5,-0.045585257,0.608140678
Gm11889,0.169840439,0.608201419
Ubr4,0.136680817,0.608201419
Gnb3,-0.175224886,0.608301706
Snord98,-0.16670275,0.608442967
Gm16464,0.114314628,0.608688034
Scg5,0.180551024,0.608954737
Nme5,0.193312136,0.609032142
9230111E07Rik,-0.174178989,0.609058256
RP24-89C11.2,-0.157616151,0.609073616
RP23-173N16.4,0.16955438,0.609073616
Gpr19,0.061014722,0.609073616
Numbl,-0.041650962,0.609073616
9530059O14Rik,0.184520714,0.609073616
Taf9,-0.182074409,0.609789311
Guf1,0.043051953,0.610110047
Tpm3-rs7,0.086258137,0.610236662
Cdkn1b,-0.100558412,0.610375686
Nrg4,0.170867306,0.61051748
Wfdc6a,0.171380227,0.610594961
Ak8,-0.15856738,0.610741965
Slc35b3,-0.089800593,0.611316976
Misp,-0.169768487,0.611333757
Gm12057,-0.168849822,0.611482927
Ppcdc,0.072808651,0.611482927
Ubap2,-0.069939658,0.611604635
Anp32e,0.040444989,0.611832559
Gm38336,-0.184801836,0.611931535
Dnmt3b,-0.085836264,0.6119686
Tecta,-0.111635342,0.612297109
Klhdc8b,0.174112509,0.612345808
Ckap5,-0.092064798,0.612522611
Mylip,-0.178436439,0.612911914
Stk40,0.020416602,0.613811382
Fcrlb,-0.151779435,0.613842361
Vav3,0.168367034,0.613891484
Dnase1l1,0.044851607,0.613891484
RP23-325M7.4,0.152215306,0.614243402
Vangl2,-0.15653451,0.614469413
Gm9797,0.183532734,0.614469413
Gm38319,-0.172902048,0.614721469
Wdr31,0.145376273,0.614731751
AU022754,0.171563541,0.614759588
Slc30a3,-0.177817009,0.614929207
Snora28,-0.143720959,0.615045704
4930451G09Rik,-0.157142271,0.615301659
Gm9864,0.171241767,0.615301659
Zfp131,-0.057711761,0.615578986
Fcgr2b,-0.173968954,0.616134298
Gm12176,0.149404722,0.616238628
